Aminocyclopropane carboxylate	Amino-oxoheptanedioate	Dehydroalanine	Aminoadipate semialdehyde	Deoxyribose phosphate	Diaminoheptanedioate	Dihydroxy-methylpentanoate	Aminoisobutanoate	Methylthioadenosine	Pyrroline hydroxycarboxylate	Acetyl-diaminoheptanedioate	Acetylhomoserine	Acetylmuramate	Acetylornithine	Adenine	Dexyguanosine	AICAR	Aminopropiononitrile	Anthranilate	Arginine	Aspartate	Alanine	Carbamoyl-aspartate	Aconitate	Citrate	Citrulline	Cysteine	Deoxyribose	Erythro-methylmalate	Erythro-hydroxyglutamate	Formylmethionine	Fumarate	Galactono-lactone	Glutamate	Glutamine	Glycerate	Guanosine	Hexose phosphate	Histidine	Methylcitrate	Hypoxanthine	Isopropylmalate	Isopropylmaleate	Oxoglutarate	Leucine	Lysine	Malate	Methylmaleate	d-Ala-d-Ala	Noradrenaline	Ornithine	Phenylalanine	Proline	Pyrrole carboxylate	S-adenosylmethionine	Succinate	Succinate semialdehyde	Succinyl-diaminoheptanedioate	Threonine	Tryptophan	Tyrosine	Valine	Aspartate semialdehyde	Dehydro-deoxyrhamnonate	Glyceraldehyde phosphate	Ribose phosphate	Sedoheptulose phosphate
F9670_21	12.500262748429931	10.2246823406516221	 8.9816878463804564	10.2076686035869049	7.8547865069027720	8.8546861530910199	6.8143209228460577	 9.7132443423807633	 9.8191366110775942	12.765570057052702	 8.9815003879766966	 9.8890031162133489	6.0129955636522023	8.6291676010587466	 9.4347779887119554	8.4269396418538811	9.3490297346850699	 9.5101179188911331	 7.5502077761486968	 8.8838214556376709	11.428042152673164	11.492800845700200	 8.7038322923318159	8.0999279132804478	10.831849457058318	10.3747826832616052	8.5117270844079602	 8.4858939739367649	 8.5817528158377989	 9.4115475097008563	 6.7022235463380513	7.5557174847060402	11.043715570807890	12.829445267119892	8.3548288920560410	10.4388316196529054	6.9382306586132492	11.896702647477950	8.1974101386903016	7.9002094904518900	7.4201993813093381	 9.6317339884438233	7.6817459025766315	 9.5559698631905743	12.017419259134630	 8.8940003652606698	8.6974168934738785	7.1593720432586760	 9.7078152725393565	7.0315173467238195	 9.4818453891047341	11.399791760242115	 9.9806048266724918	9.4644223437526733	8.2345338250596374	8.4030295239003721	8.3066985503019239	 8.8212724659588808	10.736277161506186	 8.6624496308049999	 9.5042310170802615	11.960035180588768	7.6381768536893508	 9.8788742753320520	11.303173066476393	10.9596268895840883	12.168163343767414
H27930_22	13.109241875417917	10.7954537208282879	 9.9523006333228494	 9.3368028452051952	7.1717775109796360	9.3474857944385370	7.8663059333503513	10.5229072795705854	10.6338128048153990	13.373768647427402	 9.7535037011966850	11.6393000671504598	5.6334374034792294	9.1933929002044295	 9.4440243737535816	8.4766597409118454	9.1636384076396542	 9.5168097202673270	 9.3245688306169701	 9.6092453928800143	12.446799170802791	12.400323524358456	 8.9298461911776528	8.4824276905087217	11.570461320522456	10.4046376986474627	9.4085461790011085	 7.1431335678989916	 9.6466400600099540	10.2342193416464085	 6.4161549245848715	7.4920896333396252	11.040875908883484	13.381844823676783	8.6745980420339226	 8.6165554942428848	7.5554910288947612	12.370621270439502	8.7041975244934520	8.0546198388884296	8.6260390149702300	10.5218822108255896	8.4128415199636066	10.0797839681839960	12.630036761218781	 9.6680125817840388	8.8414703573920708	7.6705191385612457	10.5466503596819532	7.8775951326851477	 9.7472821369395248	11.871149549959279	10.3871872205529243	9.4244108389512959	8.8741063902850410	8.6498842635427504	8.7728357073282872	 9.5656091140035553	11.793140604623197	 8.9971247360464606	10.4471721636563526	12.409813988696547	7.6634168122481938	 9.8533308311685825	12.594152727962557	11.6763346412651696	12.358944624323184
H27930_23	13.137344421980627	10.8915590223280940	10.0420357563939433	 9.6684596374057623	7.0749504621273696	9.4185221638414323	7.8943710913758425	10.2808453769597019	10.5714419046912553	13.398749429506303	 9.7041822526428945	11.5854892603906308	5.6334374034792294	9.0790143972486650	 9.6607028278590121	8.4677441271598859	9.1638925735600569	 9.5979063431245439	 9.1633102219020639	10.0084528239484243	12.451618582698435	12.446466097175005	 8.9435058351139958	8.6391015747187936	11.564924712740238	10.6534874822215251	9.4616009752287606	 7.2193095610909630	 9.6812490357885324	10.2754177766154680	 6.4161549245848715	7.4908840097451739	11.107078029624120	13.407558879380250	8.6745980420339226	 8.6034293960691830	7.5554910288947612	12.389165063753460	8.2400250050613586	8.1376292481258279	8.6260390149702300	10.5669101800437915	8.5393251173337337	10.0907612774660791	12.845453848908903	 9.7325718273377149	8.8413083637162533	7.7151679311846877	10.5462345837143090	7.8775951326851477	 9.8166897105262798	11.872883746705925	10.5245946282487779	9.4693169458276838	8.9141997242430566	8.3097798991711116	8.7518752881027755	 9.7060278985475694	11.844804347920933	 8.7615574735257127	10.4512610029490354	12.496568518458547	7.9500783906417611	 9.9629789024170048	12.608469572192874	11.7010908847080124	12.375317044282365
H27930_24	13.097530015201061	10.7493597373666603	 9.9039381654473804	 9.3216813753560981	7.3392735733066035	9.4090187360094291	8.1293584306257731	10.0849671238910510	10.5770434557392772	13.353548966989370	 9.6974928133377105	11.4579888464905331	5.6334374034792294	9.2076946380322955	 9.5813581620538972	8.5719759813176601	9.2111745207121611	 9.6312498108000639	 9.2878983415009628	 9.7174384692174183	12.381224031064791	12.312993340471420	 8.9284967004354012	8.5590272519303916	11.719893489556583	10.5606422067019583	9.4863762643248037	 7.1202129077497869	 9.6537008175215355	10.1818553500623317	 6.4161549245848715	7.4032157924301298	11.180904244484834	13.394955289407067	8.6745980420339226	 8.5291959991376007	7.5554910288947612	12.363947399662813	8.7098838576171911	8.1631216030498663	8.6260390149702300	10.6122812085918170	8.5173597956329008	10.0645871233718598	12.593225177665369	 9.7334051281393741	8.6586914104712154	7.6368147068762005	10.4820953186367429	7.8775951326851477	 9.7120641853833600	11.811077617675753	10.4838653672124344	9.4510625042135015	8.9420225816160741	8.1933053905100319	8.7118235897053591	 9.5106839624460608	11.747388876991833	 8.7426558671805772	10.3343897335216610	12.443130502593377	8.0211614084766598	 9.9506604095266749	12.642316615015920	11.7445291465946315	12.332325447296933
H47921_26	12.461064225515923	10.6427706063737268	 9.4007415991960972	10.0257810159117771	7.4779302289820340	8.7145008563966666	6.6059289255906251	10.0037445241137810	10.1803999132016330	12.708385680583312	 9.6788815796493424	 9.9147449345800034	6.6887815718935331	8.5394477479936555	 9.4123191253002219	8.3728985094268804	9.3953906891327073	 9.6159339414055474	 8.6884440931346720	 9.5013821792407196	11.894358896328640	11.817575353698487	 9.5718287373659994	8.3036818430100343	10.928262576841762	10.5695959000674282	8.1638809931232874	 6.6409776313749562	 9.8737078291451503	 9.2747549744403202	 6.0247823938764107	7.7390296529283811	10.935571189855645	12.799932171603370	8.6525997651340383	 8.2267033048851665	7.3906639052296095	11.942175210290410	8.3393511966173843	8.2740210672129848	8.0474036290856450	 9.4991146376416147	7.3341135330372698	 9.1643719470628096	11.889795554762882	 9.3847720615192660	8.9570213250279238	7.5232604572379032	 9.9822800725930705	7.7849065375911124	 9.5933022493716216	11.467497044387402	10.0606975614852931	9.6979165617532406	8.5002216108264488	8.5544658298769800	7.9187984798652176	 8.8476485868596662	11.088843611342510	 8.6569896819721635	10.0197696032766252	12.477155229537228	7.8259369483913126	 9.7892813161667558	11.995499507632585	11.0861776191674632	11.833184925474047
H47921_27	12.085618542281509	10.0768944982855135	 9.1938322054425416	 9.7117980642597512	7.3885417017959449	8.6887153118674689	6.1385387321384037	 9.6719880238590275	 9.8953810854901345	12.328794213841796	 9.2615244301457675	 9.3388749431326481	6.6887815718935331	8.3192153248896901	 9.4274877216434128	8.3444556793036533	9.4548287335247938	10.1183244286974414	 8.3334400540898397	 9.2329280536061287	11.590845706889512	11.510832117644952	 9.3971028464910358	7.8275365905476395	10.383501113958886	10.1826898665757604	7.3269068897023262	 5.3521504310595924	 9.5141024862348420	 9.1373282026536167	 6.0247823938764107	7.6888177309860577	10.790676943397981	12.449164374361612	8.6525997651340383	 8.0871896757788910	7.3906639052296095	11.611929022692831	7.9868471820310010	7.7328332792352459	8.0474036290856450	 9.0704851752277733	6.8114772656001250	 9.0247192291611071	12.101507355694567	 9.2097388352576282	8.8358140850284634	7.0127486105036780	 9.7651899579937460	7.7849065375911124	 9.2530409501577342	11.055776212366846	 9.5544313938119760	9.8185413761308773	7.9575925862443047	8.2352975373135564	7.8742376225253965	 8.2937724916145452	10.849908437749935	 8.3578174116551711	 9.6823205893110575	12.238606229688257	7.4360017887588388	 9.9171830943030237	11.688107495089067	10.7888924099782315	11.488247756668965
H5708_28	12.591445555198979	10.6475881167572712	 9.4598659450557054	 8.9567793681718726	7.9597531692393373	9.1306211844327887	7.3271503112100662	10.2494594498410461	10.0141396944955670	12.835252246285661	 9.6908720176132075	10.5932777279801620	5.5714808228960706	9.1188426693781022	 9.4324689669756872	8.3315846460593477	9.3469292092448697	 9.4637210669112974	 7.8794866764251266	 9.4775066234318128	12.057345475881004	12.205135887139335	 9.7599676130271558	8.2493109193829817	11.046317458906712	10.3990888119133729	8.9792565579107908	 9.5220327940811185	 9.2868889305564064	 9.9306574877569762	 5.9552324777200685	7.5632993781289857	11.274351084156464	12.934166538950992	8.4865321138961729	10.7116788643825576	7.3368439878069500	12.158346577292699	8.4211061587118277	8.3790625451892993	8.3801410490725683	 9.7934412215164883	7.6253261751868813	 9.7310562414070372	12.551525440086573	 9.2387080437345901	8.7436085930131409	7.1806740981588861	10.3195191482889559	7.0488739373691738	 9.4578573472919736	11.652388347343146	10.2939606013584761	9.5709776274045044	8.3731509997776570	8.4585644658968651	8.5915527198392887	 9.2211749242769940	11.467072107702336	 8.7771667641969149	10.2236816618487723	13.253042871157787	8.1862557519836781	 9.7942435872230167	12.147247321293841	11.4352988198215719	12.269312651119169
H5708_29	12.730719095231862	10.7491385504653838	 9.5054745947224717	 9.3847833005691985	8.0172999978005226	8.7022928796847641	7.7934063769926958	10.2769097326808083	10.1118361493970745	12.971111299279432	 9.7341101089154183	10.7684788355008205	5.5714808228960706	9.0738698416997448	 9.3280329829170832	8.4840101031443478	9.2593157681091167	 9.5488019958662154	 8.1382566382150756	 9.4805703369785199	12.150260450179609	12.325482678761821	 9.8960867743519589	8.4524951511051061	11.193572454112036	10.7745765696779010	9.2898254030428653	 9.7587259104746735	 9.4242913194264055	 9.9115905730141733	 5.9552324777200685	7.3086171022100599	11.378244191251108	13.042562346398642	8.4865321138961729	10.5748807996099270	7.3368439878069500	12.336494218431506	8.5293943910110386	8.5339640987396610	8.3801410490725683	10.0112361631042255	7.9000391096611997	 9.8156859078951015	12.931160697966368	 9.5529602505955609	8.5901579923380496	7.4981599451930858	10.4265095046425369	7.0488739373691738	 9.3573025433781805	11.761911231626922	10.3218855645262781	9.3524347714686034	8.4275131527333471	8.3348319627547021	8.5368357396880672	 9.0927610752639527	11.577416511625115	 8.9425744579930697	10.4881172219784524	13.359550358373381	7.2668444434789565	 9.7499258779266054	12.296440915308912	11.6077390487157004	12.436487920006345
H5708_30	12.551718218746524	10.5486169456186136	 9.6324812664876394	 9.3771341397767944	7.8607067325857276	9.0313015430700023	7.3381746182836070	10.2280038835476539	10.0259170572850156	12.803336402199101	 9.4563751535742497	10.4820642365058401	5.5714808228960706	9.0682644584349195	 9.4513823083105226	8.2649804971576728	9.1619540704286049	 9.5963984030396130	 8.1487393445611183	 9.6016545328420193	11.988258837082208	12.131563457541747	 9.8668250675710141	8.4012172109516179	10.941647266691271	10.3610160837908296	8.9541788656455594	 9.4765111276278677	 9.2226054107234905	 9.8618263844849103	 5.9552324777200685	7.6012695046667718	11.332749372153151	12.870585050462777	8.4865321138961729	10.4926628916397995	7.3368439878069500	12.278014391528091	8.2517522236536998	8.3863407518733730	8.3801410490725683	 9.8344081934900451	7.7878650703038881	 9.6070416256131832	12.781432606281719	 9.2562125444630770	8.4839817390375281	7.6429066046232759	10.2953708918698936	7.0488739373691738	 9.0887045919182032	11.558042968742242	10.2424133665993686	9.3384844145622790	8.3907592141251790	8.4215998716986675	8.3173403369658025	 8.8509027137294698	11.404029702994624	 8.4726089339572628	10.2060739028396288	13.261866463260537	8.0442816354503766	 9.8284116592143267	12.212711003940615	11.5150313013410415	12.363600413876616
M1608_31	12.662836280100111	10.0889364279209701	 9.2078557736485394	 8.7467316221311187	7.2717597083721053	9.0827191950654100	8.1013847958507945	 9.7395362821436873	 9.9025642168336070	12.912868055002798	 9.2198950773300243	10.5063445840366381	5.9039198166430253	8.4995929036989679	 9.4388566335953463	8.5618956586344730	9.2228209597252651	 9.5894992847832814	 8.3118188984450292	 9.8268296671722553	11.905018551095303	11.741639328978449	 8.8138429494159958	7.8456500135467868	11.105694069184608	10.3925764156393061	8.9537783201069594	 7.0819593418444793	10.3258991452377131	10.0025440077061507	 5.5881217856385055	7.3120704753476460	11.062010802355493	12.956839194418135	8.6369280514800160	 8.1684473734771839	7.4311847084118501	12.017285285313646	8.9278581253684646	7.6054160119452954	7.7138934911842583	 9.6867893226917232	7.6654757438347758	 9.7754047145865517	12.466856686164835	 9.6385602595850539	8.9563690212759948	8.6085359225393194	10.1838529274369431	7.2030311907484776	 9.9385683155448881	11.614715341625200	 9.8473855191656270	9.9559636748630105	8.6448304203657411	8.5947878360780336	8.5065280056622505	 9.5323673940765765	11.145954412008678	 9.5560897947547829	10.1795915781317294	12.281867981763979	7.4027198212249630	 9.9927801109861765	11.935700822440619	11.2029638924887500	11.988261466204060
M1608_32	12.301673936322446	 9.7132087800918114	 9.2061188819529516	 8.9966470762526836	6.9275320570547292	8.8941478110800318	7.5931895706549168	 9.3966215661824304	 9.4990552093221989	12.560677166092775	 8.9077607169129216	10.2860396393860505	5.9039198166430253	8.2275232780471796	 9.4299993921128404	8.4493986800807814	9.1939870280788032	10.2189786336798356	 7.5122526623207433	 9.3225749815822763	11.609747200669547	11.541254191007589	 8.3532040225292281	7.7618443084511775	10.944880032051694	 9.9960817444636625	8.6986518537266466	 6.3918631975521745	10.0889067628224929	 9.5335257080754463	 5.5881217856385055	7.6421523617596474	11.001949122994025	12.673056837998420	8.6369280514800160	 8.1172376830696589	7.4311847084118501	11.707473351620397	8.6334703474642804	7.4012070914086827	7.7138934911842583	 9.3401838610235846	7.3348336683595505	 9.5110644492553540	12.275068327101026	 9.5435131350942690	9.1905649687775099	8.3134365573614701	 9.9142166181353115	7.2030311907484776	 9.1590304421970643	11.304271684854887	 9.7885450378851058	9.7682442616769833	8.2108707142557193	8.3564887213585592	8.2140071144472255	 8.9052037137520710	10.884947704097634	 9.1965300298546282	10.0425167381227745	12.014542929299115	8.0806378212022789	10.0485319791444248	11.619353040946239	10.8354361866356985	11.627583787629639
M1608_33	12.570482781095112	10.1344378970170759	 9.2069645134007061	 9.3545167621941481	7.0436030030372310	8.8954555816779735	7.6081556891898288	10.4230703699564522	 9.7927289512661559	12.822230511750986	 8.9879503811277903	10.7382064374601764	5.9039198166430253	8.3687408532721737	 9.5718222011969143	8.2964285084062279	9.2228606752889313	 9.4556351137449273	 7.8270814090947232	 9.5102690463733150	11.809822876387827	11.602521117321253	 8.3791474960005345	8.0597115076954751	11.075614091216659	10.2491319262563021	8.8407886870340420	 7.0634389678636254	10.3410134304528754	 9.6904327034275397	 5.5881217856385055	7.4039763002175585	10.980766811873394	12.867300927286923	8.6369280514800160	 7.9356450174329467	7.4311847084118501	11.890990534324304	8.5178978649773160	7.5161862183668333	7.7138934911842583	 9.6288618312881500	7.7194447078221566	 9.5384866967035151	12.082589631135429	 9.6112974769457367	8.8991188139518691	8.5015568794044256	10.0765135601355276	7.2030311907484776	 9.6135161681427590	11.527161675380592	 9.9191867958151381	9.6495175914677827	8.4272511416900358	8.5868433602524412	8.2751522233790826	 9.1285040343796968	11.011208828262394	 9.3058866975976038	10.0074938947906347	12.255230368513924	8.1204555017665641	 9.8212398605595066	11.831789308619898	11.0890917014601413	11.855699379582919
M37351_34	13.032012566011108	11.1710212778832556	 9.7707050139030418	 9.3202729273907075	7.6727715586065255	9.1617386971910229	7.6534828699378989	10.5638226224350653	10.2743764311085268	13.278852265741527	 9.8559755005910219	10.9838023144019328	5.3045773786339758	9.3934698189681107	 9.4784023837569347	8.3071817543562219	8.8948088695502534	 9.5993744460702803	 7.7774449078730923	 9.9777061617636864	12.311283193882769	12.511727674276649	 9.8807118461352541	8.7471991280311467	11.328365155080823	11.0392651845417777	9.2383924470290193	 9.6845771640897418	 9.4207779261106079	10.0404116455458894	 5.5914949765838760	7.4005029436007090	11.357723777108287	13.304073529335247	8.8544318682413614	11.5993663164482630	7.6246028070343881	12.715107422369748	8.7344649603111382	8.4445096863062883	8.3353703501722070	10.1297801255857660	8.0950918913286092	 9.6867611165723613	12.727092265921977	 9.7073133443205695	8.8178162742599664	7.9486144627830129	10.5080968306925033	7.2581614101410645	 9.9627521986583911	11.760587827632882	10.6845365496277118	9.3937253115511350	8.6875919703699953	8.6819357496524034	8.4166092202639291	 9.7667145191665981	11.766897906067740	 9.6347428337927621	10.8062308388936472	13.655193800943227	7.8550863752086721	 9.6730495637316718	12.554968607983549	11.9706080018724421	12.851674553396766
M37351_35	12.908350881893112	11.1434195803608080	 9.6688457912570343	 9.5340361370076199	8.0898850811887044	9.0059857200668638	8.0096343488179915	10.3240608333258486	10.3113998001443310	13.161340124082392	 9.8293089004579191	10.9077580861120023	5.3045773786339758	9.2994397163929534	 9.6342166782000422	8.3604673019123492	8.9728950571076140	 9.6348781120628484	 7.2188077753344793	 9.6714855943718199	12.253768834858487	12.329211014528539	 9.9573616598329124	8.9837132524279415	11.312083054871419	10.8017662965727315	9.2057440662858028	 9.5262021484494994	 9.5586401650775130	10.0462789086973832	 5.5914949765838768	7.2547463580750939	11.405758898318554	13.217322280537189	8.8544318682413614	11.7927004689427548	7.6246028070343881	12.682987330614159	8.5887696013935741	8.4492808907814059	8.3353703501722070	10.2117719806609575	8.2142631038922609	 9.6858638137322082	12.618063212947005	 9.8388070075465830	8.5161349532930792	7.6976372845396348	10.3727034671416671	7.2581614101410645	 9.7661560704727677	11.610762374586345	10.4975554963361937	9.0820368735214760	8.7079664905038214	8.6644999386434751	8.3820624279423868	 9.4613861342440906	11.612578832776503	 9.5197405929698036	10.6903053664377907	13.609742446983656	8.3041420288935868	 9.4498140706213274	12.567610215820604	11.9186880341636705	12.813703189813083
M37351_36	12.955473651564830	11.1970657303514631	 9.8219783231026625	 9.4417834270650527	8.1095343183837727	9.1368482072331432	7.9219776485858171	10.7298485177317229	10.2793670085184132	13.215132116257177	 9.8616330530450860	10.9256256914250329	5.3045773786339758	9.2398606941933448	 9.5228795583631793	8.0828465687532880	9.0524684921991661	 9.5516249137656324	 8.1845829080625041	 9.6311882695135438	12.327492734182606	12.518827315059944	10.1129035893801849	8.9766555920141737	11.354896186194408	10.8697471372832783	9.1539816279456101	 9.4594826032655490	 9.6510263536499714	 9.8843456277697435	 5.5914949765838768	7.1099203103450384	11.356041851552215	13.218331968809599	8.8544318682413614	11.9538147724872985	7.6246028070343881	12.624899478075323	8.4967798258893321	8.4938627312345023	8.3353703501722070	10.1938898362592454	8.2087682184916559	 9.4252548222314037	12.748594087763843	 9.8794473310436359	9.0562338467518035	8.1980600903686121	10.4947168738676808	7.2581614101410645	 9.7616949124311905	11.680861656192034	10.6689151611005020	9.3515153112414406	8.7219353509603135	8.6291700509073355	8.1684007256559497	 9.5179941819890423	11.682493124725575	 9.6146521653764534	10.7482343551936932	13.812664016465551	7.9030783321107929	 9.3273803315356858	12.534883175568606	11.8908307565943954	12.775302030457343
M6075_37	12.969806956412739	10.9499520095644414	10.0081383661793044	10.1308422920239156	7.9724231750768357	9.1234335988895996	8.5518770180261132	10.5225779157423105	10.3120988952926211	13.221742093899440	 9.8962180085034461	10.7093685434392771	5.5398209288767903	9.4373071139507374	 9.1744792287898580	8.3355215723734997	9.1214956720890896	 9.5807073385522710	 8.3757211119194839	10.0855659364594121	12.533439972852623	12.343067762313236	10.1598815740090647	8.1246695821975035	11.225903290144180	10.8558595258796977	9.1125400943869774	 9.1507722881279108	 9.4781815010095123	 9.9987521617362880	 6.6138630720985665	7.3428877456662978	11.307039128139239	13.233190659138209	8.9299843175856246	10.6973268978329479	7.7015090361013963	12.472613614859887	9.3792289025752975	8.6727191166625488	8.2240773959197586	10.0261165720198395	7.9803545059233683	 9.7065266730425375	12.976332802799037	 9.8143310666733665	8.8466570765713328	7.8427167764517405	10.4131376797561916	6.9247987662068082	 9.9750285351322372	12.089491266472340	10.5553853693971433	9.3827023511889713	8.7073300299244192	8.4355330651202198	8.4177676002417741	 9.3461531552932087	11.826571835753382	 9.2577826032100106	10.8784957251732752	13.644441896479627	7.8069156393077082	 9.7257761332418458	12.428346243171861	11.6928952219313071	12.487661181730051
M6075_38	12.829099138223967	10.8147359748420691	 9.7667872454102564	 9.5214640076977446	7.9595808982439644	9.0763315086160468	8.4737509368681394	10.2698359648738435	10.2864776339721598	13.078246656052819	 9.9608170479470601	10.6035851583614296	5.5398209288767903	9.2020160532230602	 9.4444350406197106	8.4032653738528609	9.2095757756214951	 9.4828876171175125	 8.2747206898242887	 9.5634204032478696	12.359145707926794	11.952801981688237	 9.9763401883684129	8.2362517213668962	11.042577562903364	10.6455987000400381	9.1588084617105494	 8.9210468020327767	 9.4973510141039377	 9.9792346212741041	 6.6138630720985665	7.3970934089488782	11.251369985174772	13.148483588824087	8.9299843175856246	10.3243908723894044	7.7015090361013963	12.428472574684942	8.4240558744988334	8.7370864171476192	8.2240773959197586	10.0461958999414485	8.0577064883223439	 9.7211888503612851	12.570602852476750	 9.7893403632542331	8.4777346995959739	7.9033461703479473	10.3096361015996383	6.9247987662068082	 9.5274930308388424	11.875235207162209	10.4157044020157770	9.3251130037705749	8.8918251398519903	8.4286883689179355	8.4253312301943719	 9.2755448508580667	11.553011184097901	 8.8250814265127371	10.4549411297544630	13.493083029482879	7.8749855670331028	 9.6872434848402946	12.408007734776808	11.6558490018333316	12.448990783589755
M6075_39	12.986927081399028	10.9294743212455394	 9.8850154928726948	10.1455680987153176	8.1407180749665287	9.2691033522724648	8.5103776127145832	10.5111115151816712	10.4509617178839473	13.249180785943997	 9.9511364998615051	10.7770941967735610	5.5398209288767903	9.2075067886078017	 9.3327339943659915	8.2220138923410921	9.2568415050431305	 9.6365780364329563	 8.2624152685981045	 9.9297346650892226	12.355355016584527	12.079021173641570	 9.8018229829606227	8.3063129524297814	11.212379552743442	10.8169227821889340	9.1421574904581693	 9.1988582172704003	 9.4692855120666710	 9.9430198659501343	 6.6138630720985665	7.4238161534298532	11.388985440815427	13.273618885186885	8.9299843175856246	10.5852725712109770	7.7015090361013963	12.394260629694390	8.6853325296559785	8.6300501764264119	8.2240773959197586	10.2066093370966975	8.0798154075307771	 9.7021178275507047	12.799656346829327	 9.7679678907322849	8.9386757552101130	7.8489882098799226	10.2830820778898904	6.9247987662068082	 9.6593105300682236	12.022848091290854	10.6236507699469520	9.4551458311616550	8.9178768793301497	8.5924827008401934	8.4318948024355667	 9.5302721417360754	11.656468294208116	 8.8974086148240001	10.6712296637750121	13.342241358206522	7.9537560426132003	 9.7636686583142076	12.434255740275491	11.6064845280206228	12.383906251075683
M74707_40	13.102451677473020	10.7638045045525335	 9.5020670423394940	10.9630836431997150	7.7861011699751934	8.9939395520001479	8.0174181674483087	10.8888903581464955	10.4479295398883671	13.345451129604839	 9.4603905549411085	10.6866352461051619	7.6798427865135359	9.1745084395568082	 9.3910025103563797	8.5860244005174167	8.9702550600746598	 9.6036792010907099	 8.1257372835232626	 9.8349267151281676	12.001112126661809	12.050608717529739	 9.7110946358401762	8.0743832256270665	11.308058509795487	10.7371777318584076	9.2869604845164648	 8.0296928012641242	 9.9382685521538789	 9.9748130328208653	 8.4741084021469479	7.3715465434995169	11.030037637049514	13.338733542244313	8.8775818406067692	11.3250010536983048	6.6010096117067842	12.388243168870181	8.4805993170832110	8.3600344513124547	8.1782235859792376	 9.7141419176143060	7.4854542244790103	 9.8147999895111404	12.407534098665215	 9.7692882847421103	8.8522984141631156	7.2633371573577250	10.2714442744864520	6.9998205922603258	 9.7592266557428200	12.288025732091025	10.4383374437961791	9.8796553945157601	8.4878404824475044	8.3680221154091807	8.6180681313590242	 9.6197932238619508	11.155095659148055	 9.1916420705928665	10.4287019573117945	12.501253253953298	8.0518526452646704	10.0426127829004148	12.080287165207565	11.3465350379895913	12.264623860298874
M74707_41	13.079754138521084	10.9207092073122780	 9.7089845013658191	10.7171892008035528	7.9140207521411110	9.1703043107706339	8.7742197616084976	10.6770198866558754	10.5893377534040933	13.327673359252369	 9.9197698666916754	10.6613665122030810	7.6798427865135359	9.1170032887871688	 9.4251830568009289	8.3106233569781693	9.2297000969148755	 9.7407537321744861	 8.3287154888319090	 9.5214635434954946	11.988523584205248	11.984316151176138	 9.6883894097584111	8.2733922253992116	11.260119209807630	10.8419131195664278	9.3913685287703412	 8.0811115877796666	10.2610905203509244	10.2742957071299070	 8.4741084021469479	7.2705377104751934	11.040707983851252	13.355593229219625	8.8775818406067692	10.8115362008634683	6.6010096117067842	12.327225921902896	8.9056743883326615	8.4848379706885719	8.1782235859792376	 9.9185714706378096	7.7120955092207542	 9.8504489324806599	12.490173361960711	 9.8982037834121464	8.9024005373961383	7.0234636361929974	10.2599431361744884	6.9998205922603258	 9.5406737565822777	12.314766621457176	10.4134036404633950	9.5426985017682693	8.6693561711004730	8.3645853314416829	8.6259698718034059	 9.5398326661275892	11.224694385856056	 9.1209069948579931	10.4453118784764847	12.548975102678654	8.1587707341579065	 9.6922794953074138	12.170364611732948	11.3097912543217518	12.229156629360174
M74707_42	13.267539873712970	11.0862684153331656	 9.7173486143574976	10.9639588077687602	8.0038235870994754	9.3325637189537716	8.6754285753992129	11.1285785299078608	10.6603813692978306	13.526239548876445	10.0104058432012213	10.9215011027095503	7.6798427865135359	9.1363741133660614	 9.5575970415706468	8.3910296815430510	9.0315286734541793	 9.4661653856947581	 7.9706293931304497	 9.7818836195231906	12.226488069285386	12.075159983593952	 9.6806334641462648	8.4908829518173761	11.487971486767814	11.0922886888172840	9.3069860968418308	 8.1530992300811160	10.1875095353589238	10.2431138874043182	 8.4741084021469479	7.3019139815173748	11.155041351305535	13.510930338639756	8.8775818406067692	11.2751950830905496	6.6010096117067842	12.426396405700618	8.7009604511235707	8.6163061146964139	8.1782235859792376	10.0085340925814616	7.8126999932029779	 9.8792843750516077	12.398932621914193	 9.8726242134199342	8.9600841953887294	7.2394205025589153	10.4212920593979437	6.9998205922603258	 9.9402407590060289	12.500511668141478	10.6812897861582865	9.7511427398156254	8.7610150684127390	8.3377396805075534	8.6643244048576182	 9.6579696423993600	11.299598421529884	 9.2778318223631544	10.5450060676610260	12.720668446505266	7.8277842629911483	 9.8112919761763795	12.270207358166601	11.3997923767708524	12.319950065631131
