293798	295633	R	Rv0244c
296005	296493	F	Rv0245
296809	298119	F	Rv0246
298116	298862	R	Rv0247c
298863	300803	R	Rv0248c
300834	301655	R	Rv0249c
301735	302028	R	Rv0250c
302173	302652	R	Rv0251c
302866	305427	F	Rv0252
305453	305809	F	Rv0253
305825	306349	R	Rv0254c
306374	307858	R	Rv0255c
307877	309547	R	Rv0256c
309699	310073	F	Rv0257
310294	310749	R	Rv0258c
310774	311517	R	Rv0259c
311514	312659	R	Rv0260c
312759	314168	R	Rv0261c
314309	314854	R	Rv0262c
314864	315766	R	Rv0263c
315783	316415	R	Rv0264c
316511	317503	R	Rv0265c
317525	321154	R	Rv0266c
321331	322722	F	Rv0267
322764	323273	R	Rv0268c
323338	324531	R	Rv0269c
324567	326249	F	Rv0270
326266	328461	R	Rv0271c
328575	329708	R	Rv0272c
329705	330325	R	Rv0273c
330422	331003	F	Rv0274
330933	331658	R	Rv0275c
331748	332668	F	Rv0276
332708	333136	R	Rv0277c
333160	333417	R	Rv0277A
333437	336310	R	Rv0278c
336560	339073	R	Rv0279c
339364	340974	F	Rv0280
340998	341906	F	Rv0281
342130	344025	F	Rv0282
344022	345638	F	Rv0283
345635	349627	F	Rv0284
349624	349932	F	Rv0285
349935	351476	F	Rv0286
351525	351818	F	Rv0287
351848	352138	F	Rv0288
352149	353036	F	Rv0289
353083	354501	F	Rv0290
354498	355883	F	Rv0291
355880	356875	F	Rv0292
356862	358064	R	Rv0293c
358171	358956	F	Rv0294
358945	359748	R	Rv0295c
359758	361155	R	Rv0296c
361334	363109	F	Rv0297
363252	363479	F	Rv0298
363476	363778	F	Rv0299
363826	364047	F	Rv0300
364044	364469	F	Rv0301
364605	365237	F	Rv0302
365234	366142	F	Rv0303
366150	372764	R	Rv0304c
372820	375711	R	Rv0305c
375914	376585	F	Rv0306
376573	377055	R	Rv0307c
377113	377829	F	Rv0308
377931	378587	F	Rv0309
378657	379148	R	Rv0310c
379172	380401	F	Rv0311
380556	382418	F	Rv0312
382490	382876	F	Rv0313
382879	383541	R	Rv0314c
383602	384486	F	Rv0315
384535	385149	F	Rv0316
385173	385943	R	Rv0317c
386204	386274	R	Rvnt04
386305	387099	R	Rv0318c
387148	387816	F	Rv0319
387888	388550	F	Rv0320
388582	389154	F	Rv0321
389260	390591	F	Rv0322
390580	391251	R	Rv0323c
391352	392032	F	Rv0324
392039	392263	F	Rv0325
392273	392728	F	Rv0326
392696	394045	R	Rv0327c
394111	394713	F	Rv0328
394694	395320	R	Rv0329c
395347	396087	R	Rv0330c
396201	397367	F	Rv0331
397442	398227	F	Rv0332
398254	398628	F	Rv0333
398658	399524	F	Rv0334
399535	400050	R	Rv0335c
400192	401703	F	Rv0336
401873	403162	R	Rv0337c
403193	405841	R	Rv0338c
405950	408448	R	Rv0339c
408634	409173	F	Rv0340
409362	410801	F	Rv0341
410838	412760	F	Rv0342
412757	414238	F	Rv0343
414381	414941	R	Rv0344c
415050	415460	F	Rv0345
415502	416965	R	Rv0346c
417304	418290	F	Rv0347
418293	418946	F	Rv0348
418949	419608	F	Rv0349
419835	421712	F	Rv0350
421709	422416	F	Rv0351
422452	423639	F	Rv0352
423639	424019	F	Rv0353
424269	424694	R	Rv0354c
424777	434679	R	Rv0355c
434830	435474	R	Rv0356c
435471	436769	R	Rv0357c
436860	437507	F	Rv0358
437518	438297	F	Rv0359
438302	438739	R	Rv0360c
438822	439649	F	Rv0361
439871	441253	F	Rv0362
441265	442299	R	Rv0363c
442395	443078	F	Rv0364
443067	444197	R	Rv0365c
444222	444815	R	Rv0366c
444844	445233	R	Rv0367c
445314	446525	R	Rv0368c
446531	447046	R	Rv0369c
447147	448043	R	Rv0370c
448040	448633	R	Rv0371c
448630	449385	R	Rv0372c
449404	451803	R	Rv0373c
451800	452279	R	Rv0374c
452294	453154	R	Rv0375c
453230	454372	R	Rv0376c
454421	455386	F	Rv0377
455637	455858	F	Rv0378
455977	456192	F	Rv0379
456268	456819	R	Rv0380c
456915	457823	R	Rv0381c
457841	458380	R	Rv0382c
458461	459315	R	Rv0383c
459456	462002	R	Rv0384c
462135	463307	F	Rv0385
463411	466668	F	Rv0386
466672	468001	R	Rv0387c
467459	468001	R	Rv0388c
468335	469594	F	Rv0389
469591	470013	F	Rv0390
470010	471230	F	Rv0391
471227	472639	R	Rv0392c
472781	474106	F	Rv0393
474122	474841	R	Rv0394c
474940	475344	F	Rv0395
475350	475742	F	Rv0396
475816	476184	F	Rv0397
476394	476642	F	Rv0397A
476679	477320	R	Rv0398c
477327	478556	R	Rv0399c
478566	479753	R	Rv0400c
479789	480160	F	Rv0401
480355	483231	R	Rv0402c
483228	483656	R	Rv0403c
483977	485734	F	Rv0404
485731	489939	F	Rv0405
489887	490705	R	Rv0406c
490783	491793	F	Rv0407
491786	493858	F	Rv0408
493851	495008	F	Rv0409
495062	497314	R	Rv0410c
497314	498300	R	Rv0411c
498300	499619	R	Rv0412c
499713	500366	F	Rv0413
500350	501018	R	Rv0414c
501148	502170	F	Rv0415
502167	502373	F	Rv0416
502366	503124	F	Rv0417
503496	504998	F	Rv0418
505086	506582	F	Rv0419
506561	506971	R	Rv0420c
507132	507761	R	Rv0421c
507758	508555	R	Rv0422c
508582	510225	R	Rv0423c
510377	510652	R	Rv0424c
510702	515321	R	Rv0425c
515373	515816	R	Rv0426c
516017	516892	R	Rv0427c
516895	517803	R	Rv0428c
517803	518396	R	Rv0429c
518733	519041	F	Rv0430
519073	519567	F	Rv0431
519600	520322	F	Rv0432
520324	521454	F	Rv0433
521514	522167	F	Rv0434
522347	524533	R	Rv0435c
524530	525390	R	Rv0436c
525387	526082	R	Rv0437c
526143	527360	R	Rv0438c
527379	528314	R	Rv0439c
528608	530230	F	Rv0440
530296	530724	R	Rv0441c
530751	532214	R	Rv0442c
532396	532911	F	Rv0443
533091	533789	R	Rv0444c
533833	534396	R	Rv0445c
534445	535215	R	Rv0446c
535224	536507	R	Rv0447c
536504	537169	R	Rv0448c
537229	538548	R	Rv0449c
538588	541491	R	Rv0450c
541488	541910	R	Rv0451c
542142	542852	F	Rv0452
543174	544730	F	Rv0453
544835	545185	F	Rv0454
545375	545821	R	Rv0455c
545889	546803	R	Rv0456c
547076	547357	R	Rv0456A
547344	547517	R	Rv0456B
547586	549607	R	Rv0457c
549675	551198	F	Rv0458
551198	551689	F	Rv0459
551749	551988	F	Rv0460
552026	552550	F	Rv0461
552614	554008	F	Rv0462
554016	554309	F	Rv0463
554313	554885	R	Rv0464c
554882	556306	R	Rv0465c
556458	557252	F	Rv0466
557527	558813	F	Rv0467
558895	559755	F	Rv0468
559888	560748	F	Rv0469
560848	561711	R	Rv0470c
561854	562294	R	Rv0470A
562225	562713	R	Rv0471c
562723	563427	R	Rv0472c
563564	564934	F	Rv0473
565021	565443	F	Rv0474
565797	566396	F	Rv0475
566508	566771	F	Rv0476
566776	567222	F	Rv0477
567222	567896	F	Rv0478
567921	568967	R	Rv0479c
568964	569806	R	Rv0480c
569988	570512	R	Rv0481c
570539	571648	F	Rv0482
571710	573065	F	Rv0483
573046	573801	R	Rv0484c
573984	575300	F	Rv0485
575348	576790	F	Rv0486
576787	577338	F	Rv0487
577664	578269	F	Rv0488
578426	579175	F	Rv0489
579349	580581	F	Rv0490
580809	581492	F	Rv0491
581489	583378	R	Rv0492c
583375	583704	R	Rv0492A
583701	584690	R	Rv0493c
584695	585423	F	Rv0494
585424	586314	R	Rv0495c
586394	587380	F	Rv0496
587377	588309	F	Rv0497
588325	589167	F	Rv0498
589183	590058	F	Rv0499
590083	590970	F	Rv0500
591111	591347	F	Rv0500A
591475	591576	F	Rv0500B
591654	592784	F	Rv0501
592791	593867	F	Rv0502
593871	594779	R	Rv0503c
594802	595302	R	Rv0504c
595464	596585	R	Rv0505c
596759	597202	F	Rv0506
597199	600105	F	Rv0507
600098	600391	F	Rv0508
600441	601847	F	Rv0509
601857	602786	F	Rv0510
602819	604516	F	Rv0511
604602	605591	F	Rv0512
605604	606152	F	Rv0513
606149	606448	F	Rv0514
606551	608062	F	Rv0515
608059	608535	R	Rv0516c
608746	610056	F	Rv0517
610188	610883	F	Rv0518
611172	612074	R	Rv0519c
612255	612605	F	Rv0520
612598	612903	F	Rv0521
613038	614342	F	Rv0522
614326	614721	R	Rv0523c
614835	616223	F	Rv0524
616223	616831	F	Rv0525
616846	617496	F	Rv0526
617493	618272	F	Rv0527
618305	619894	F	Rv0528
619891	620865	F	Rv0529
620907	622124	F	Rv0530
622121	622282	R	Rv0530A
622329	622646	F	Rv0531
622793	624577	F	Rv0532
624473	625480	R	Rv0533c
625562	626440	R	Rv0534c
626457	627251	F	Rv0535
627248	628288	F	Rv0536
628298	629731	R	Rv0537c
630040	631686	F	Rv0538
631743	632375	F	Rv0539
632372	633034	F	Rv0540
633055	634404	R	Rv0541c
634416	635504	R	Rv0542c
635573	635875	R	Rv0543c
635935	636213	R	Rv0544c
636210	637463	R	Rv0545c
637583	637969	R	Rv0546c
638032	638916	R	Rv0547c
639012	639956	R	Rv0548c
640228	640641	R	Rv0549c
640638	640904	R	Rv0550c
641096	642811	R	Rv0551c
642889	644493	F	Rv0552
644490	645470	F	Rv0553
645467	646255	F	Rv0554
646298	647962	F	Rv0555
647959	648474	F	Rv0556
648536	649672	F	Rv0557
649689	650393	F	Rv0558
650407	650745	R	Rv0559c
650779	651504	R	Rv0560c
651529	652755	R	Rv0561c
652771	653778	F	Rv0562
653879	654739	F	Rv0563
654924	655949	R	Rv0564c
656010	657470	R	Rv0565c
657548	658039	R	Rv0566c
658109	658189	F	Rvnt05
658321	659340	F	Rv0567
659450	660868	F	Rv0568
661003	661269	F	Rv0569
661295	663373	F	Rv0570
663487	664818	R	Rv0571c
665042	665383	R	Rv0572c
665851	667242	R	Rv0573c
667252	668394	R	Rv0574c
668579	669745	R	Rv0575c
669848	671152	F	Rv0576
671166	671951	F	Rv0577
671996	675916	R	Rv0578c
676238	676996	F	Rv0579
677125	677616	R	Rv0580c
677710	677925	F	Rv0581
677922	678329	F	Rv0582
678389	679075	R	Rv0583c
679229	681862	F	Rv0584
681885	684272	R	Rv0585c
684410	685132	F	Rv0586
685129	685926	F	Rv0587
685928	686815	F	Rv0588
686821	688035	F	Rv0589
688032	688859	F	Rv0590
688808	689062	F	Rv0590A
689059	690504	F	Rv0591
690501	692027	F	Rv0592
692024	693232	F	Rv0593
693237	694787	F	Rv0594
694839	695231	R	Rv0595c
695228	695485	R	Rv0596c
695668	696903	R	Rv0597c
697154	697567	R	Rv0598c
697564	697800	R	Rv0599c
697904	698410	R	Rv0600c
698524	698994	R	Rv0601c
699038	699799	R	Rv0602c
699856	700167	F	Rv0603
700239	701189	F	Rv0604
701406	702014	F	Rv0605
702016	702759	F	Rv0606
702813	703199	F	Rv0607
703244	703489	F	Rv0608
703486	703887	F	Rv0609
703830	704057	F	Rv0609A
704187	704247	F	RVnc0005
704752	705909	R	Rv0610c
705961	706182	R	Rv0611c
706324	706929	F	Rv0612
706948	709515	R	Rv0613c
709356	710348	F	Rv0614
710345	710587	F	Rv0615
710584	710850	R	Rv0616c
710782	711009	F	Rv0616A
711006	711407	F	Rv0617
711638	712719	F	Rv0618
712174	712719	F	Rv0619
712716	713807	F	Rv0620
714202	715266	F	Rv0621
715370	716317	F	Rv0622
716410	716664	F	Rv0623
716664	717059	F	Rv0624
717153	717893	R	Rv0625c
718025	718285	F	Rv0626
718282	718689	F	Rv0627
718761	719912	R	Rv0628c
720005	721732	R	Rv0629c
721729	725013	R	Rv0630c
725013	728306	R	Rv0631c
728583	729278	R	Rv0632c
729327	730166	R	Rv0633c
730320	731033	R	Rv0634c
731113	731364	F	Rv0634A
731494	731566	F	Rvnt06
731603	731676	F	Rvnt07
731712	731879	F	Rv0634B
731930	732406	F	Rv0635
732393	732821	F	Rv0636
732825	733325	F	Rv0637
733524	733596	F	Rvnt08
733737	734222	F	Rv0638
734254	734970	F	Rv0639
735022	735450	F	Rv0640
735517	736224	F	Rv0641
736298	737203	R	Rv0642c
737268	738149	R	Rv0643c
738297	739160	R	Rv0644c
739327	740187	R	Rv0645c
740234	741139	R	Rv0646c
741151	742617	R	Rv0647c
742719	746366	F	Rv0648
746363	747037	F	Rv0649
747037	747945	F	Rv0650
748276	748812	F	Rv0651
748849	749241	F	Rv0652
749234	749929	R	Rv0653c
750000	751505	F	Rv0654
751517	752596	F	Rv0655
752984	753367	R	Rv0656c
753462	753617	R	Rv0657c
753693	754409	R	Rv0658c
754685	754993	R	Rv0659c
754980	755225	R	Rv0660c
755335	755772	R	Rv0661c
755769	756023	R	Rv0662c
756137	758500	F	Rv0663
758532	758804	F	Rv0664
758801	759139	F	Rv0665
759136	759309	F	Rv0666
759807	763325	F	Rv0667
763370	767320	F	Rv0668
767684	769597	R	Rv0669c
769792	770550	F	Rv0670
770582	771424	F	Rv0671
771484	773112	F	Rv0672
773123	774061	F	Rv0673
774064	774786	F	Rv0674
774783	775574	F	Rv0675
775586	778480	R	Rv0676c
778477	778905	R	Rv0677c
778990	779487	F	Rv0678
779543	780040	R	Rv0679c
780042	780416	R	Rv0680c
780721	781311	F	Rv0681
781560	781934	F	Rv0682
781934	782404	F	Rv0683
782485	784590	F	Rv0684
784821	786011	F	Rv0685
786149	786946	F	Rv0686
787099	787926	F	Rv0687
787940	789160	F	Rv0688
789157	789411	R	Rv0689c
790024	791073	R	Rv0690c
791070	791666	R	Rv0691c
791658	791846	F	Rv0691A
791831	792160	F	Rv0692
792157	793332	F	Rv0693
793335	794525	F	Rv0694
794715	795470	F	Rv0695
795519	796931	F	Rv0696
796933	798372	F	Rv0697
798833	799444	F	Rv0698
799629	799850	F	Rv0699
800487	800792	F	Rv0700
800809	801462	F	Rv0701
801462	802133	F	Rv0702
802133	802435	F	Rv0703
802528	803370	F	Rv0704
803411	803692	F	Rv0705
803689	804282	F	Rv0706
804282	805106	F	Rv0707
805110	805526	F	Rv0708
805526	805759	F	Rv0709
805756	806166	F	Rv0710
806335	808698	F	Rv0711
808746	809645	F	Rv0712
809946	810887	F	Rv0713
811373	811741	F	Rv0714
811742	812059	F	Rv0715
812059	812622	F	Rv0716
812627	812812	F	Rv0717
812976	813374	F	Rv0718
813398	813937	F	Rv0719
813940	814308	F	Rv0720
814328	814990	F	Rv0721
814993	815190	F	Rv0722
815190	815630	F	Rv0723
815663	817534	F	Rv0724
817531	817866	R	Rv0724A
817539	818444	R	Rv0725c
818537	819640	R	Rv0726c
819843	820499	R	Rv0727c
820496	821476	R	Rv0728c
821507	822853	F	Rv0729
822866	823594	F	Rv0730
823683	824639	R	Rv0731c
824800	826125	F	Rv0732
826122	826667	F	Rv0733
826670	827470	F	Rv0734
827543	828076	F	Rv0735
828140	828892	F	Rv0736
829207	829704	F	Rv0737
830062	830610	F	Rv0738
830855	831661	F	Rv0739
831776	832303	F	Rv0740
832534	832848	F	Rv0741
832981	833508	F	Rv0742
833886	834443	R	Rv0743c
834440	834946	R	Rv0744c
835154	835681	F	Rv0745
835701	838052	F	Rv0746
838451	840856	F	Rv0747
840947	841204	F	Rv0748
841228	841656	F	Rv0749
841737	841874	R	Rv0749A
842033	842278	F	Rv0750
842347	843231	R	Rv0751c
843242	844414	R	Rv0752c
844421	845953	R	Rv0753c
846159	847913	F	Rv0754
848103	850040	R	Rv0755c
850342	850527	R	Rv0755A
850642	850713	R	Rvnt09
850741	851466	R	Rv0756c
851608	852351	F	Rv0757
852396	853853	F	Rv0758
853825	854157	R	Rv0759c
854267	854686	R	Rv0760c
854699	855826	R	Rv0761c
855925	856470	R	Rv0762c
856473	856679	R	Rv0763c
856682	858037	R	Rv0764c
858037	858864	R	Rv0765c
858864	860072	R	Rv0766c
860069	860710	R	Rv0767c
860912	862381	F	Rv0768
862412	863158	F	Rv0769
863256	864143	F	Rv0770
864140	864574	F	Rv0771
864586	865854	F	Rv0772
865851	867389	R	Rv0773c
867440	868351	R	Rv0774c
868407	869030	F	Rv0775
868984	869763	R	Rv0776c
870008	871426	F	Rv0777
871431	872675	F	Rv0778
872672	873292	R	Rv0779c
873343	874236	F	Rv0780
874233	874943	F	Rv0781
874732	876390	F	Rv0782
876818	878440	R	Rv0783c
878638	879324	F	Rv0784
879340	881040	F	Rv0785
881075	881713	R	Rv0786c
881459	882418	F	Rv0787
882524	882763	F	Rv0787A
882760	883434	F	Rv0788
883451	884050	R	Rv0789c
884072	884800	R	Rv0790c
884797	885840	R	Rv0791c
885837	886646	R	Rv0792c
886719	887024	F	Rv0793
887137	888636	R	Rv0794c
889072	889398	F	Rv0795
889347	890333	F	Rv0796
890388	891482	F	Rv0797
891472	892269	R	Rv0798c
892266	893273	R	Rv0799c
893318	894619	F	Rv0800
894631	894978	F	Rv0801
894972	895628	R	Rv0802c
895820	898084	F	Rv0803
898081	898710	F	Rv0804
898831	899787	F	Rv0805
899732	901330	R	Rv0806c
901635	902024	F	Rv0807
902111	903694	F	Rv0808
903725	904819	F	Rv0809
904905	905087	R	Rv0810c
905234	906340	R	Rv0811c
906423	907292	F	Rv0812
907338	908018	R	Rv0813c
908181	908483	R	Rv0814c
908485	909318	R	Rv0815c
909611	910033	R	Rv0816c
910030	910842	R	Rv0817c
910972	911739	F	Rv0818
911736	912683	F	Rv0819
912726	913502	F	Rv0820
913558	914199	R	Rv0821c
914257	916311	R	Rv0822c
916477	917646	R	Rv0823c
917734	918750	R	Rv0824c
918264	918458	F	RVnc0002
918912	919553	R	Rv0825c
919634	920689	F	Rv0826
920741	921133	R	Rv0827c
921191	921613	R	Rv0828c
921575	921865	F	Rv0829
921970	922875	F	Rv0830
922894	923709	R	Rv0831c
923803	923875	R	Rvnt10
923999	924072	F	Rvnt11
924110	924183	F	Rvnt12
924213	924286	F	Rvnt13
924951	925364	F	Rv0832
925361	927610	F	Rv0833
927837	930485	R	Rv0834c
930953	931597	F	Rv0835
932279	932932	R	Rv0836c
933003	934031	R	Rv0837c
934720	935490	F	Rv0838
935577	936389	F	Rv0839
936457	937317	R	Rv0840c
937593	937835	F	Rv0841
938112	939404	F	Rv0842
939388	940392	F	Rv0843
940456	941106	R	Rv0844c
941190	942467	F	Rv0845
942680	944194	R	Rv0846c
944343	944735	F	Rv0847
944938	946056	F	Rv0848
946056	947315	F	Rv0849
947312	947644	F	Rv0850
947641	948468	R	Rv0851c
948757	949395	F	Rv0852
949436	951118	R	Rv0853c
951183	951626	F	Rv0854
951632	952711	F	Rv0855
952825	953229	F	Rv0856
953257	953730	F	Rv0857
953727	954920	R	Rv0858c
955077	956288	F	Rv0859
956293	958455	F	Rv0860
958523	960151	R	Rv0861c
960342	962612	R	Rv0862c
962599	962880	F	Rv0863
962890	963393	F	Rv0864
963390	963872	F	Rv0865
963869	964294	F	Rv0866
964312	965535	R	Rv0867c
965983	966261	R	Rv0868c
966265	967347	R	Rv0869c
967344	967733	R	Rv0870c
967898	968305	F	Rv0871
968424	970244	R	Rv0872c
970505	972457	F	Rv0873
972546	973706	R	Rv0874c
973806	974294	R	Rv0875c
974291	975937	R	Rv0876c
976075	976863	F	Rv0877
976872	978203	R	Rv0878c
978481	978756	R	Rv0879c
978934	979365	F	Rv0880
979362	980228	F	Rv0881
980225	980509	F	Rv0882
980506	981267	R	Rv0883c
981424	982554	R	Rv0884c
982762	983784	F	Rv0885
983803	985530	F	Rv0886
985513	985971	R	Rv0887c
987233	988705	F	Rv0888
988740	989861	R	Rv0889c
989948	992596	R	Rv0890c
992598	993455	R	Rv0891c
993853	995340	F	Rv0892
995318	996295	R	Rv0893c
996524	997705	F	Rv0894
997782	999299	F	Rv0895
999472	1000767	F	Rv0896
1000808	1002415	R	Rv0897c
1002441	1002704	R	Rv0898c
1002812	1003792	F	Rv0899
1003805	1003957	F	Rv0900
1003957	1004484	F	Rv0901
1004501	1005841	R	Rv0902c
1005852	1006562	R	Rv0903c
1006693	1008180	R	Rv0904c
1008207	1008938	F	Rv0905
1008944	1010062	F	Rv0906
1010136	1011734	F	Rv0907
1011731	1014124	F	Rv0908
1014681	1014860	F	Rv0909
1014866	1015300	F	Rv0910
1015398	1016171	F	Rv0911
1016236	1016685	F	Rv0912
1017217	1018725	R	Rv0913c
1018727	1019965	R	Rv0914c
1020058	1021329	R	Rv0915c
1021344	1021643	R	Rv0916c
1022087	1023868	F	Rv0917
1024211	1024687	F	Rv0918
1024684	1025184	F	Rv0919
1025321	1025393	R	Rvnt14
1025497	1026816	R	Rv0920c
1027104	1027685	F	Rv0921
